table,count
table_dip.csv,9
table_WSOblastnGBntCUT.txt,9
table_album.csv,9
table_statuses.csv84237,9
table_2010_test.csvEED7F,9
table_P8-B.top1000.sorted.nr.tab,9
table_vancouver2.csv,9
table_Bibs1.csv,9
table_metagen_blastx.txt,9
table_CDs_CGs_bedtools_intersect_output.txt,9
table_NDBC_46088_H1_WaterTemp_30d.csv,9
table_game.csv,9
table_Skyline peptide areas for sql.txt,9
table_Consensus_sequences_AllAbMappingToAb_rRNAonlyRefsUnmappedReadsPhageGBntBlastn.txt,9
table_SacceM3839_goinfo.txt,9
table_chloro'sequim.txt,9
table_proteomics all spec counts.txt,9
table_CountryPop.txt,9
table_all_MBARI_test.sqltbl.clean.csv,9
table_ADP_qsar.csv,9
table_For Share Point Report SSGCID s68.csv,9
table_orthomcl_interpro.tab,9
table_EcNumbersEcNames.csv,9
table_Vancouver.csv,9
table_name_S1.tab,9
table_Tps_genename_protein_decoder_extended.csv,9
table_mnj.txt,9
table_ICM_Worden_H1_BlueGreenAlg_24h.csv,9
table_PmFeTE.seastar.loci_count_normalized_Cluster.txt,9
table_Bibs6.csv,9
table_Bibs7.csv,9
table_KOG_functional_categories.txt,9
table_BI2_Oxy.txt,9
table_directors-ascii.txt,9
table_2011.csv,9
table_ChabaWaterTemp30d.csv,9
table_Pm_UreaSiP_allSigDEup_SHORTFORM.txt,9
table_Bibs4.csv,9
table_Merchant_Details.csv,9
table_Bibs2.csv,9
table_BiGill_methratio_TEonly_A.txt,8
table_qDOD_Zhang_Mgo_gene_RNA-seq2591D,8
table_ID.csv,8
table_cereals_nutrient_stats_1.csv,8
table_AllAbMappingToAb_rRNAonlyRefsUnmappedReadsPhageGBntMapping3694References.csv,8
table_All_CGs_NonMethCG,8
table_Project Database.csv,8
table_BiGo_lar_T1D38B231,8
table_KB 00-11 current by tidal cycle with rank``phase.txt,8
table_BiGo_lar_T1D3001A7,8
table_scholarshipspshr2012-03-29.csv,8
table_possel_bonf809_ids.txt,8
table_S1_ally.txt,8
table_SalinityBasic.csv,8
table_EpochConsumption_Wilson.csv,8
table_GlycerolsWithNoBeirId.csv,8
table_GeneCounts_mRNA_modified.txt,8
table_BiGo_lar_T1D3DE483,8
table_BiGo_lar_T1D335941,8
table_All_CGs_MethylatedCG,8
table_phailin_tweets_2.csv,8
table_BiGo_lar_T1D3F4582,8
table_BiGo_lar_T1D3E3FD6,8
table_airtemp.txt,8
table_SequimSQL.txt,8
table_BiGo_lar_T1D335969,8
table_BiGo_lar_T1D36BB8E,8
table_RPKM all oysters.txt,8
table_809_interpro2GO0005515_sort.csv,8
table_hiT_not_in_809_nr_blast.tab,8
table_mRNA_nonmeth_CGs_bedtools_intersect_output.txt,8
table_PmPTE.seastar_counts.norm_by_loci_FINAL_TALLY_REs_cluster.txt,8
table_allgenestats.txt,8
table_BiGo_lar_T1D3772DC,8
table_sdss_textbook_cardinalities,8
table_BiGo_lar_T1D341A95,8
table_PopulationV2.txt,8
table_TempBasic.csv,8
table_BiGo_lar_T1D396D46,8
table_BiGo_lar_T1D377739,8
table_BiGo_lar_T1D36B4AF,8
table_BiGo_lar_T1D35FD65,8
table_COG_descriptions.txt,8
table_BiGo_lar_T1D315B67,8
table_BiGo_lar_T1D375F8C,8
table_pHdata.txt,8
table_CDS_nonmeth_CGs_bedtools_intersect_output.txt,8
table_all_fpd_forSQL.txt,8
table_gene_sums_cogs.txt,8
table_HealthChart-1.csv,8
table_pro_strains_filtered2.txt,8
table_Outlook_Contacts_1_1.csv,8
table_oxygen3.csv,8
table_tab1.txt,8
table_AllPassedAndInconclusiveSV.csv,8
table_WaveHeight.txt,8
table_Mix54methratio_final59BBE,7
table_ProteinSsgcidIds.csv,7
table_assist_1.csv,7
table_Mix54methratio_final7B025,7
table_Rain.csv,7
table_Women's Baseline - Condom & N9,7
table_NWSdenovo_4885contigsTAB.txt,7
table_Mix54methratio_final863CD,7
table_Mix54methratio_final1DFBA,7
table_mtb_ntm_blastp.csv,7
table_Women's Baseline - Injection Drug,7
table_Cattle Point 2.8m 2000-11 (no words).txt,7
table_aa_test_file.csv,7
table_Mix54methratio_finalA25C2,7
table_TJGR_mRNA_intersect_allCpG,7
table_Mix54methratio_final5031F,7
table_go_textbook_cardinalities,7
table_Mix54methratio_final70646,7
table_PmPTE.seastar_loci_counts_normalized_Cluster.txt,7
table_PmPTE.seastar_ForNormalizingLoci.txt,7
table_Mix54methratio_final2264D,7
table_Mix54methratio_final208AE,7
table_NWSblastnGBntCUT.txt,7
table_MASTER_AIS.txt,7
table_Women's Baseline - Sexual Behavior,7
table_Mix54methratio_finalE976E,7
table_2013 02-10 Kujawinski processed data.csv,7
table_scratchjoin_slim8F0F9,7
table_AllAbMappingToAb_rRNAonlyRefsUnmappedReadsVirusGBntMapping39173References.csv,7
table_Mix54methratio_final52778,7
table_data2_1.csv,7
table_Mix54methratio_final6A3EC,7
table_PmContTE.seastar_forNormalizingByLoci.txt,7
table_Mix54methratio_finalF450F,7
table_00396_200303_transactions.csv,7
table_PmUreaSiP_annotate_Cyame_Ectsi_Fracy_Thaps_clean.txt,7
table_random_generated_sdss.txt,7
table_PmFeTE.antisense.seastar.txt,7
table_Windspeed.csv,7
table_Mix54methratio_finalDA401,7
table_jan_tix.csv,7
table_WSOdenovo_5403contigsTAB.txt,7
table_Nerrs_watertemp_cat.txt,7
table_Twanoh_DO_num.txt,7
table_ParaflocculusCochlearTraumaCAPV.02.csv,7
table_RNAseq_genes_Bigo.txt,7
table_Women's Baseline - Health,7
table_android_app_lib.csv,7
table_PmUreaTE.seastar_ForNormalizing.txt,7
table_Mix54methratio_final834C5,7
table_migratory_birds_wintering_Canada_2.csv,7
table_KOG_functional_description.txt,7
table_Thaps_protein_id_chr_position_gene models_lookup_table.txt,7
table_Mix54methratio_final240F8,7
table_Mix54methratio_final1AAF1,7
table_Mix54methratio_final88D38,7
table_ColumbiaChinook.csv,7
table_collaborators.txtA8CBC,7
table_Women's Baseline - Alcohol/Drug,7
table_cph2_2.csv,7
table_ssgcidid_featureid.csv,7
table_info_escience_senders_detail.txt,7
table_world_bank_region_info.csv,7
table_Psemu1_pid_tid_lookup.tab.txt,7
table_Psemu1_RNASeq_IPR_KEGG_KOG_merged.tab.txt,7
table_may10_S1_count.csv with distributions,7
table_Women's Baseline - Closeout,7
table_Mix54methratio_final7AC09,7
table_lft_BlackAbalone_v3_nt_blastout_taxa3,7
table_cinq_cents_objets_astronomiques.csv,7
table_PmSiTE.seastar_ForNormalizing.txt,7
table_Psemu1_GeneCatalog_proteins_20111011_IPR.tab.txt,7
table_proteins that pass cutoffs.txt,7
table_artemp.txt,7
table_Mix54methratio_final56874,7
table_de.tab.ipr.csv,7
table_PmFeCont_TE.sense.txt,7
table_MBARI_annotated_gene_totals.txt,7
table_Cgigas_v9_gene.gff,7
table_tbl_vldb_expense05076,7
table_mtb_blast_uniprot.csv,7
table_sdss sample predicates,7
table_us-500_2.csv,7
table_PmFeTE.seastar_ForNormalizingByLoci.txt,7
table_DEseq results for Read Counts.txt,7
table_Mix54methratio_final155A5,7
table_Mix54methratio_final659A5,7
table_Twanoh_DO.csv,7
table_Book1.csv,7
table_Mix54methratio_finalC9959,7
table_Women's Baseline - Other,7
table_Mix54methratio_finalBE6BD,7
table_Coffee Production.csv,7
table_BiGill_exonexp_gene.txt,7
table_fish546TJGR_CDS_int_NOmCpG_2,7
table_DMR2,7
table_PmSiCont_TE.sense.txt,7
table_Mix54methratio_final5E7F3,7
table_Wadoe_watertemp_cat.txt,7
table_Psemu1-DiaTrois-exactNfdr.txt,7
table_countryedit2.txt,7
table_WSOblastnGBnt_no_rRNA.txt,7
table_PDBStructuresInCTTdb,7
table_KOG_classes_colors.tab.txt,7
table_genre-ascii.txt,7
table_Women's Baseline - Demographics,7
table_Mix54methratio_finalED16A,7
table_MBARI_gene_coverage.txt,7
table_Twanoh_temp_num.txt,7
table_AirTemp.csv,7
table_populations.txt,7
table_Mix54methratio_final94896,7
table_Mix54methratio_final69FCF,7
table_ParaflocculusCochlearTraumaCAPV.02.1.csv,7
table_Mix54methratio_final3BEE8,7
materialized_danielsdata,6
table_BiGo_lar_T3D3A0C86,6
table_BiGo_lar_T3D35577B,6
table_Gene_CV.txt,6
table_event1025.csv8D828,6
table_BiGo_lar_T3D344D7A,6
table_oxygenz.htm,6
table_WH.csv,6
table_ICM_PortAngeles.csv,6
table_tab2.txt,6
table_CGI_DMR.txt,6
table_340_Lecture_7 in class examples.txt,6
table_SQLShareCatfileNohdr,6
table_event1020.csvDB135,6
table_MBARI_.1-.8_phylum_read_classifications,6
table_fish546TJGR_mRNA_int_NOmCpG_2,6
table_Control37methratio.txtD9645,6
table_MgoTophat_coverage_CDS_summ_cv,6
table_BiGo_lar_T3D3AC2E5,6
table_Colflow_temp.csv,6
table_ec2cath.csv,6
table_possel_qval1784_ids.txt,6
table_untitled (8).txt,6
table_BiGo_lar_T3D305C1B,6
table_BiGo_lar_T3D3235A7,6
table_sharon_SB.txt,6
table_BiGo_lar_T3D3EEE75,6
table_BiGo_prom_subgene_pmeth_expression.txt,6
table_NERRSTempTime.txt,6
table_event1006.csvD1DF7,6
table_Statistics_1.csv,6
table_average areas for lowpCO2 and MS.csv,6
table_WSPblastnGBntCUT.txt,6
table_event1009.csv362CB,6
table_BiGo_lar_T3D30BF42,6
table_oxygen concentration.txt,6
table_acetyl_Uniprot_1.csv,6
table_barrometric pressure.csv,6
table_average areas for highpCO2MS.csv,6
table_BiGo_lar_T3D34B901,6
table_V2_GeoMICS_NitrateIsotopedata_KLCtemplate.csv,6
table_event1037.csvEAAD6,6
table_CausesOfDeath_France_2001-2008_2.csv,6
table_Sorted_Archives_SUBS_CPs_Annie_18Sept.csv,6
table_PmUreaSigDEonly_Cyame_Ectsi_Fracy_Thaps_Phatr_Ehux_AllMEs_CLEAN.txt,6
table_event1038.csvE9B4B,6
table_SQLTest7.txt,6
table_BiGo_lar_T3D30C672,6
join_column_stats_experiment,6
table_event1018.csv96D16,6
table_BiGo_lar_T3D31B03C,6
table_PlasmidDNA2_1.csv,6
table_event1005.csv0A19D,6
table_mbari_manta_KOG_counts2.txt,6
table_loadings from skyline nmds.txt,6
table_BiGo_lar_T3D366FBE,6
table_Control37methratio.txt8D825,6
table_event1011.csvB6865,6
table_PmFeTE.sense.seastar.txt,6
table_BestevaluepermodelOxevaluegreat05Pt.txt,6
table_Galaxy53-_o_CLC_ORF_Lengths_c_.tabular,6
table_differential expression pCO2 and lowMS skyline.txt,6
table_test_piviot.txt,6
table_Control37methratio.txt059AE,6
table_BiGo_lar_T3D37247B,6
table_Control37methratio.txt41B86,6
table_scratchblast_outFF6E9,6
table_Control37methratio.txtCC81D,6
table_Control37methratio.txt70311,6
table_Control37methratio.txt0876E,6
table_XstalSsgcidIds.csv,6
table_tabularResults.csv,6
table_event1029.csvAD196,6
table_Proteint.txt,6
table_HGT_Pm_hits_minus10cutoff.txt,6
table_Overlapping_Psemu1_gene_models_no_scaffold_jumps.txt,6
table_event1023.csvB4736,6
table_event1014.csvDF2DB,6
table_test1.csv,6
table_Proteins unique to low or high MS repsonse.txt,6
table_event1024.csv4AF38,6
table_WSPdenovo_5312contigsTAB.txt,6
table_event1003.csvF49EF,6
table_jetta.txt,6
table_BiGo_lar_T3D33F9C6,6
table_assist_2.csv,6
table_event1034.csv56325,6
table_eukaryotes.taxa_IDs.txt,6
table_Transcriptome_Module1_blastxout_modified.txt,6
table_ParaflocculusCochlearTraumaRTPCRV.02_1.csv,6
table_untitled text 26.txt,6
tigr_comparison_all,6
table_event1007.csv90206,6
table_MBARI_.8-3_phylum_read_classifications,6
table_TIGRLines30.txt,6
table_small.txt,6
table_AbWithPhageToAbMasterRefNoPhageUnmappedReadsPhageGBntMapping726References.csv,6
table_BiGo_lar_T3D3CD755,6
table_Control37methratio.txtB1693,6
table_Thaps.txt,6
table_ParaflocculusCochlearTraumaRTPCRV.02.1.csv,6
table_BiGo_lar_T3D3A36DF,6
table_CG_Exons,6
table_event1021.csvC617F,6
table_event1015.csv5DD58,6
table_BestevaluepermodelOxevaluegreat05Tp.txt,6
table_Venusfraserdeltadatarawa.txt,6
table_BiGo_lar_T3D339908,6
table_PortAngelesSQL.txt,6
table_nsfastgrantbib20121130 (1).csv,6
table_BiGo_lar_T3D3FF7C3,6
table_400MechS_immune_by_GO.csv,6
table_BiGo_lar_T3D37212F,6
table_BiGo_lar_T3D3C8B21,6
table_AbWithPhageToAbMasterRefNoPhageUnmappedReadsVirusGBntMapping1335References.csv,6
table_hyperarray_CG.txt,6
table_BiGo_lar_T3D38384B,6
table_MBARI_3-20_phylum_read_classifications,6
table_BiGo_lar_T3D36F13F,6
table_event1027.csvAAA8F,6
table_CHL_guppy_total_counts_MBARI.txt,6
table_highways.csv,6
table_sdss_histogram_cardinalities,6
table_event1030.csv3E5F8,6
table_BiGo_lar_T3D36BBC5,6
table_BiGo_lar_T3D3D2080,6
table_LeftJoin1_1.csv,6
table_Control37methratio.txtEDA06,6
table_twitter_rv.615784,6
table_CGIExons.txt,6
table_Book2.csv,6
table_BiGo_lar_T3D37802E,6
table_Wind_Direction.txt,6
table_Mix54methratio_1.txt,6
table_EdgeTable_test.csv,6
table_Control37methratio.txtC56AA,6
table_eh2_w_2.csv,6
sysmultiobjrefs,6
table_event1016.csv5A068,6
table_BiGo_lar_T3D3358F0,6
table_event1002.csvB3D88,6
table_qDOD_scaffold_sequence.txtC1F35,5
table_Percentmeth_gene.csv,5
table_DESeq_results_for_Tissue_Comparison_DEGenes_1.csv,5
table_thermus_Mutant_Counts.csv,5
table_NWSblastnGBnt_no_rRNA.txt,5
table_call_counts.txt,5
table_qDOD_scaffold_sequence.txt9D989,5
table_phermone_profile_search.txt,5
table_SequimSalinity.txt,5
table_qDOD_scaffold_sequence.txt90520,5
table_340_Lecture_7 in class examples2.txt,5
table_BiGo_lar_T1D5B21A2,5
syssoftobjrefs,5
table_GABA_profile_search.txt,5
table_HGT_Fc_hits_minus10cutoff.txt,5
table_seq.csv,5
table_Peptides responsible for MS response.txt,5
table_Kellett Bluff1.txt,5
table_qDOD_scaffold_sequence.txtB81BA,5
table_Consensus_sequences_AllAbMappingToAb_rRNAonlyRefsUnmappedReadsVirusGBntMegablast.txt,5
table_Brest_proteins_blastpout_12prot,5
table_TEs in PapaGO control.txt,5
table_SQLTestNullValue_SQL300.txt,5
table_knowngenes_chr1.bed,5
table_oderant_profile_search.txt,5
table_340_Lecture_7 in class examples1.txt,5
table_goslim_generic.obo,5
table_Nerrs_watertemp.txt,5
table_Auran1_KEGG_SHORTFORM.tab.txt,5
table_Consensus_sequences_AllAbMappingToAb_rRNAonlyRefsUnmappedReadsPhageGBntMegablast.txt,5
table_Provenance_Context_Content_2011-06-08.csv,5
table_qDOD_scaffold_sequence.txtA3624,5
table_sig eigenvectors pCO2.txt,5
table_qDOD_scaffold_sequence.txtBAF70,5
table_vizlets_23nov11_10h34m16s_data_features.csv,5
table_MyAgent.csv,5
table_PN_multiseries_ESTs_clust.vs.AllMEs.tab.txt,5
table_BOLD_EMRDATA_HenryFord_procedures_20120822.csv,5
table_qDOD_scaffold_sequence.txt7A504,5
table_BibsByISBNDuplicatesCleanISBN.csv,5
table_BiGo_lar_T1D58BABF,5
table_allsamplesFinal_1.txt,5
table_Hemi_IT_minus_possible_artifacts.txt,5
table_ParalogTest.txt,5
table_MtbvsNTM_blast_sqlload.csv,5
table_taste_profile_search.txt,5
table_OH_data_example.csv,5
table_RPKM all oysters.csv,5
table_Ox_Psemu_noNULL_noNA_evalueLess05_dupsremoved.txt,5
table_airports.dat,5
table_qDOD_scaffold_sequence.txt8C669,5
table_qDOD_scaffold_sequence.txtEB1B3,5
table_NOS_9447130_A1_WindGust_30d_excel.csv,5
table_hyperarray_mRNA.txt,5
table_mtb_blast.csv,5
table_thapsIT_desert_enriched_uniq_ids.tab,5
table_highly sig proteins from NMDS.txt,5
table_no low abundance sig loadings.csv,5
table_qDOD_scaffold_sequence.txtCB197,5
table_deUrea_BH.csv,5
table_qDOD_scaffold_sequence.txtC1FC0,5
table_qDOD_scaffold_sequence.txt96651,5
table_qDOD_scaffold_sequence.txtC42B0,5
table_Birds.csv,5
table_PmSiTE.seastar_loci_counts_normalized_Cluster.txt,5
table_Galaxy3-_o_Lastz_on_data_2_and_data_1__mapped_reads_c_.sam,5
table_Sorted_Archives_SUBS_CPs30Aug.csv,5
table_Psemu1-exact_Si_fdr.txt,5
table_OlyO_trans_v3_swissprot_mod.txt,5
table_jgi_alignment_hits_top44.txt,5
table_BiGo_lar_T1D5A9A9A,5
table_ShippingDatesFromCTTdb.csv,5
table_qDOD_scaffold_sequence.txt085D0,5
table_BiGo_lar_T1D5F2DB5,5
table_qDOD_scaffold_sequence.txt6F51B,5
table_Orcaabs.csv,5
table_qDOD_scaffold_sequence.txtDC2BE,5
table_qDOD_scaffold_sequence.txt48583,5
table_mCpG_5x50_closest_MgoSNP,5
table_Orphans.txt,5
table_qDOD_scaffold_sequence.txt7FBAF,5
table_NMDS peptide sig loadings.txt,5
table_BiGo_lar_T1D57BAEB,5
table_moths.txt,5
table_qDOD_scaffold_sequence.txt26FBD,5
table_Muk_Oxy.txt,5
table_FIRST LINE 1.csv,5
table_qDOD_scaffold_sequence.txtC2802,5
table_BiGo_lar_T1D50F735,5
table_BiGo_lar_T1D501006,5
table_qDOD_scaffold_sequence.txtDF9CA,5
table_PmUreaCont_TE.sense.txt,5
table_qDOD_scaffold_sequence.txt863EC,5
table_Directions.txt,5
table_V2_CarbonateChem_final.csv,5
table_gene_stats.csv,5
table_airport.csv,5
table_022212_db_taxID_source_uniq.txt,5
table_FraserflowfinalSQL.csv,5
table_Country_pop.txt,5
table_Raw Expense Data from BECU,5
bombardment_log,5
table_TJGR_CDS_intersect_gillMBDmCpG,5
table_4544832.3.tsv,5
table_Hold Report with added fields - version 02 - 20130326formatted for upload.csv,5
table_qDOD_scaffold_sequence.txtB467B,5
table_BiGo_lar_T1D59B725,5
table_vomeronasal_profile_search.txt,5
table_qDOD_scaffold_sequence.txt8C56F,5
table_2010_Binary.txt,5
table_BiGo_lar_T1D54F115,5
table_COG_functional_categories.txt,5
table_ClusterAnalysisInput_UreaSiP_SigDElogConcgreater-20_PsiUreaFold_Onlygreaterthan2RelFCtoFe.txt,5
table_BiGo_lar_T1D51EC9E,5
table_NeedsShippingDates.csv,5
table_tp1015_GO0016407_geneids.tab,5
table_OA_immune_by_GO.csv,5
table_qDOD_scaffold_sequence.txt144B4,5
table_2010_CPUE.txt,5
table_qDOD_scaffold_sequence.txt81EFD,5
table_qDOD_scaffold_sequence.txt0EF37,5
table_qDOD_scaffold_sequence.txtC7D30,5
table_HIDRAdataElements MetaData 2013_04_09.csv,5
table_output.txt,5
table_WS.csv,5
table_ssgcid_myco.csv,5
table_DO2data.txt,5
table_qDOD_scaffold_sequence.txt575CC,5
table_qDOD_scaffold_sequence.txt0ED00,5
table_Si-Cont.tab.txt,5
table_qDOD_scaffold_sequence.txtFA856,5
table_Mhobbs_2001-2006-final.csv,5
table_TableSizes1.csv,5
table_uniprot-reviewed_wGO.tab,5
table_qDOD_scaffold_sequence.txtC4F03,5
table_PN_multiseries_ESTs_clust.vs.Auran1FM3_SHORTFORM.tab.txt,5
table_TJGR_mRNA_intersect_gillMBDmCpG,5
table_Psemu1_GeneCatalog_pid2gene.tab,5
table_United States Wind Energy Potential.csv,5
table_mbari unknown and annotated and ratio.csv,5
table_BestevaluepermodelOxevaluegreat05.txt,5
table_Juliendaysdate.csv,5
table_qDOD_scaffold_sequence.txtDA0B1,5
table_AbWithPhageToAbMasterRefNoPhageUnmappedReadsMapping78369referencesNoSpaces.csv,5
table_1063635288_T_ONTIME.csv,5
table_146_enriched_allGO2blast_nr.csv,5
table_qDOD_scaffold_sequence.txt87829,5
table_moth4.txt,5
table_dat,5
table_PmFeTE.seastar_counts.norm_by_loci_FINAL_TALLY_REs_cluster.txt,5
table_Kellett Bluff2.txt,5
table_CR200_LBR_BurgerKing_Data.dat,5
table_qDOD_scaffold_sequence.txt4513B,5
table_FLUFFYPORTANGELES.csv,5
table_BiGo_lar_T1D5E86DC,5
table_qDOD_scaffold_sequence.txt36E0D,5
table_pp date``ebb.txt,5
table_calcium_profile_search.txt,5
table_qDOD_scaffold_sequence.txtF328D,5
table_qDOD_scaffold_sequence.txtCCFA6,5
table_cttdb_targetnmr.csv,5
table_diatom_profile_search.csv,5
table_TEs in PapaGOplusFe.txt,5
hmmannotationagainstpfam_pfamannotation12_pn_maingenome,5
table_Thaps3_ec.tab,5
table_Thaps3_annotations.txt,5
table_unique_immune_GO_terms.txt,5
table_No_acetyl_Uniprot.csv,5
table_qDOD_scaffold_sequence.txtF4393,5
table_qDOD_scaffold_sequence.txt74B58,5
table_eh2_w_1.csv,5
table_Galaxy51-_o_CLC_Summary_Stats_c_.tabular,5
table_qDOD_scaffold_sequence.txt28F74,5
table_sample_01.txt,5
table_snow-4.csv,5
table_qDOD_scaffold_sequence.txt29F1F,5
table_reading list.txt,5
table_qDOD_scaffold_sequence.txt77857,5
table_BiGo_lar_T1D57B56C,5
table_EcNumberFeatureSsgcidId.csv,5
table_qDOD_scaffold_sequence.txtACF50,5
table_qDOD_scaffold_sequence.txt2F1A5,5
table_qDOD_scaffold_sequence.txt3E5AB,5
table_qDOD_scaffold_sequence.txtEB3EE,5
table_DATASRCLN.csv,5
table_lowMS sig loadings with SPID.txt,5
table_qDOD_scaffold_sequence.txt03577,5
table_BiGo_lar_T1D5B3D0B,5
table_BiGo_lar_T1D5EED6B,5
table_pub26DD4,5
table_seaflow-Tokyo_1-stats.csv,4
table_tbl_vldb_bot_revenueC1BDA,4
table_wopop.txt,4
table_MMETSP0009-20110527.interpro.tab,4
table_ntm_uniprot.csv,4
table_surface_COG_hits.txt,4
table_testepq_2.csv,4
table_deP_BH.csv,4
table_parkinsons_updrs.csv,4
materialized_article,4
table_A.txt,4
table_fruit.csv,4
table_upwelling_COG_hits.txt,4
table_test.csv,4
table_activities.csv,4
table_goslim_pombe.obo,4
table_countrypopulation.txt,4
table_methratio_lambda_F.txt,4
join_table_results,4
table_Psemu1_GeneCatalog_proteins_20111011_KEGG.tab.txt,4
table_Dis10Nuclear4SQL_1.csv,4
table_GO0005515_112gene_blast_nr.csv,4
table_BiGo_RNAseq_genes,4
table_goslim_plant.obo,4
table_SCOAPsample.csv,4
table_natality-20k.csv,4
table_superfamily_test_annotation.txt,4
table_goslim_pir.obo,4
table_Country.txt,4
table_Annotated ProtPep.txt,4
table_mod7_blastout_sp.txt,4
table_Confindent_scores.csv,4
table_1784_nr_blast.csv,4
table_goslim_candida.obo,4
table_movies-dataset-2_1.csv,4
table_NERRSSalinity.txt,4
table_Analyses_sizevsNumQueries.csv,4
table_BiGo_lar_nonred_ID.txt,4
table_Target_Status.csv,4
table_Part_acetyl_Uniprot_1.csv,4
table_MethylatedRegions_5xcoverage_Promoter_1.txt,4
table_2800MechS_immune_by_GO.csv,4
table_tp1335_hemizygous_genes.txt,4
table_BiGill_pro_island1u_intersect_mCpG_mod.txt,4
table_qDOD_scaffold_length.txt,4
table_Copy of 96DtoA.csv,4
table_tbl_vldb_bot_expenseDFCF8,4
table_DO2 at 3 ft.txt,4
table_skulls.txt,4
table_5Clusters_1.csv,4
table_DCM_COG_hits.txt,4
table_Psemu1-DiaTrois-exactNfdr-exactSifdr_group1.txt,4
table_LeftJoin2.csv,4
table_tbl_registration_timeD4EDD,4
table_Consensus_sequences_AllAbMappingToAb_rRNAonlyRefsUnmappedReadsBLASTnBLASTx.csv,4
table_Table_S3.txt,4
table_QPX_Experiment_UniqueReads_simple.txt,4
table_BCedited2.txt,4
table_allCGs_joined_to_mRNA,4
table_seq_property.csv,4
table_Galaxy402-_o_Methylated_CG_BED_c_ (3).bed,4
table_Psemu1_GeneCatalog_proteins_20111011_GO.tab.txt,4
table_TEs_allCGs_MethandUnmeth_OysterGenome.txt,4
table_FraserChinook2006-12dataSQL.csv,4
table_Dis30_Uniprot.csv,4
table_coastal_COG_hits.txt,4
table_FLUFFYSEQUIM.csv,4
table_vingt_objets_astronomiques.csv,4
table_uniqueSPIDs_fromDAVIDEnrichmentoutput.txt,4
Thaps3_chromosomes_koginfo_FilteredModels2,4
table_NST_EST2012_ALLDATA.csv,4
table_avgQLenAndQRunTimeVsTime.csv,4
table_goslim_yeast.obo,4
table_V2_GeoMICS_data_AJL.csv,4
table_101B2_01_speccounts.txt,4
table_AirPassengers-1.csv,4
table_BibsAllDuplicatesMFHDSbis.txt,4
table_deSi_BH.csv,4
table_test_uniprot_blastx_outC2D2C,4
table_blastxout.txt,4
table_MyTable_dmedv_newfile.csv,4
table_V2_Copy of GeoMICS_data_RB.csv,4
table_SequimSalinity2.txt,4
table_google-cluster-data-1.csv,4
table_DEG with SPID.txt,4
table_country_population.txt,4
table_HealthChart-2.csv,4
table_sdsss_starter_queries.csv,4
table_2010 Quality of Life Index.csv,4
table_QPX_CLC_experiment_Kal_tab.txt,4
PfamAnnotation_surface,4
table_Methylated_Promoter.txt,4
table_Brest_proteins_blastpout,4
table_unknown.csv,4
table_pH at 3 ft.txt,4
table_average areas for highpCO2.csv,4
table_ExpressedGeneStats.csv,4
Phatr2_bd_unmapped_koginfo_FilteredModels1,4
table_copop.txt,4
table_nanoos data 3.txt,4
table_1335 DE table.txt,4
table_DMRmgavery_mRNA_annotated2FE85,4
table_Supplemental Table1 .txt,4
table_deFe_BH.csv,4
table_CDS_allCGs_MethandUnmeth_OysterGenome copy.txt,4
table_TransactionReport881060.csv,4
table_Incidents between north and south Korea.csv,4
table_NERRSSalinityTime.txt,4
table_Temperature.txt,4
table_Cgigas_v9_intron.gff,4
table_WSPblastnGBnt_no_rRNA.txt,4
table_final_convex_counts_table_complete_set.txt,4
table_SQLTest5-1.txt,4
table_Mukilteo_Oxygen_30d.txt,4
table_ClusterAnalysisInputSigDEOnlyUreaUpOnlyCluster_list.txt,4
table_cog_badness_family.csv,4
table_tbl_registration_type3CC86,4
table_pos_tre_0.05.txt,4
table_XRTOptPaperSims - Copy.csv,4
table_Unmethylated_Promoter.txt,4
table_all_P.australis_COG_KOG_TIGR.txt,4
table_Padillabay_Oxygen_30d.txt,4
table_MTedited2.txt,4
table_goslim_goa.obo,4
table_Batch14Cr28Features.csv,4
PARTITIONCOUNTS,4
table_proteins significant by qvalue.txt,4
table_TJGR_CCD_dom_con_S_define2.txt,4
table_counts.csv,4
table_ICM_Sequim_.csv,4
table_Gene_Description_and_Methylation_Ratio_Oyster.csv,4
table_pp date``flood.txt,4
table_PHYLUM_DCM_tbl.csv8159D,4
table_true fold 400 MechS.txt,4
table_papers.csv,3
table_O2redo.txt,3
table_upwelling_COGs_MBARI_count.txt,3
table_mbari_ALL_PHYLUM_count_by site.csv,3
table_TIGRLines0-4.txt,3
table_Fe_8x_transcriptId_proteinId_KEGG_unique_pathway_class_only.tab.txt,3
table_PHYLUM_coastal_tbl.csvD470C,3
table_okfile.csv,3
table_vizlets_21nov11_10h12m18s_data_features.csvFA3E0,3
table_ETS_NSAF_oystersA7624,3
table_ntm_forupload_clean.txt,3
table_methratio_lambda_T1D5.txt,3
table_sannich_data.txt,3
table_SQLShareQueries_635265318101011768.csv,3
table_PHYLUM_coastal_tbl.csvBB8FE,3
table_WeSNIP_zipcodes.txt,3
table_1784_222_uniq_enrich_interpro.csv,3
table_thaps_bestblast_kegg_annotations.txt,3
table_PHYLUM_coastal_tbl.csvDB583,3
table_OABS_EST_S3.txt,3
table_ConstructsWithGlycerolDeposited.csv,3
table_PHYLUM_upwelling_tbl.csv8F691,3
table_101B2_03_speccounts.txt,3
